file_name,video_id,title,upload_date,year,duration_seconds,duration_human,view_count,like_count,category,format,topics,top_terms,synopsis
How Much YouTube Paid Me For 10M Views (7P6RArpBwDk).md,7P6RArpBwDk,How Much YouTube Paid Me For 10M Views,2022-07-22,2022,977,16:17,476632,15290,Education,talk,youtube-creator,"youtube, views, make, making, much, money, about, revenue, paid, long, five, lesson","该视频属于talk内容。If you want to make money on YouTube, you'll need to be ready to play the long game. My channel didn't start to make money until roughly 85 videos and nine months in. If I'd quit 84 videos in, the last five years would have never happened."
How Stoicism Made Me Happier (CuLOnlXlgVY).md,CuLOnlXlgVY,How Stoicism Made Me Happier,2020-09-25,2020,1023,17:03,312190,15738,Education,talk,general,"stoicism, stoic, i'm, happier, philosophy, some, sam, things, control, like, about, made","该视频属于talk内容。Hey friends, I'm pleased to bring you my latest SkillShare class that's being released today - How to Be Happier - A Stoicism Masterclass. I've taken great value from some of the principles of Stoicism over the past few years and so I decided to get together with my friend Sam, who is an expert on the ancient Greek philosophy, to put together this class. Over the course of 12 lessons, we explore the key themes of Stoicism as well as explain how to apply Stoic principles to your own life to foster happier and healthier lives as a result. I really hope you enjoy it!"
How To Actually Achieve Your Goals in 2026 (Evidence-Based) (WONRS7BLh4g).md,WONRS7BLh4g,How To Actually Achieve Your Goals in 2026 (Evidence-Based),2024-12-20,2024,885,14:45,3422730,107976,Education,tutorial,general,"goals, actually, achieve, can, evidence-based, five, things, said, help, about, now, don't",该视频属于tutorial内容。These are the stupidly simple 5 steps that I'm going to be following to help me achieve my goals in 2025. I hope they help you too! Enjoy xx
How To Beat Imposter Syndrome (RBcEpsTmT8Y).md,RBcEpsTmT8Y,How To Beat Imposter Syndrome,2021-01-31,2021,775,12:55,391366,21117,Education,tutorial,general,"syndrome, impostor, imposter, like, people, i've, all, beat, talk, now, kind, got",该视频属于tutorial内容。Today I'm tackling a topic close to me—a topic that many creators struggle with—and that is how to deal with impostor syndrome.
How To Boost Productivity Without Apps (mCV9KJiTQps).md,mCV9KJiTQps,How To Boost Productivity Without Apps,2020-06-17,2020,302,5:02,193493,7039,Education,review,"study-learning, business, tools-tech, youtube-creator","productivity, friction, environment, boost, apps, want, habits, without, design, it's, power, youtube","该视频属于review内容。It's my flagship live YouTube course where I teach people to do YouTube as a side hustle. If you want to learn how to grow your YouTube channel without quitting your day job or sacrificing your current projects, it's one of the best places to start this journey."
How To Build A Life You Love (EwSD4uCSX_M).md,EwSD4uCSX_M,How To Build A Life You Love,2022-11-04,2022,1442,24:02,570387,19876,Education,tutorial,general,"like, love, three, build, one, slash, can, step, health, let's, kind, work","该视频属于tutorial内容。How do we build a life that we love? In this video which I recorded during a live stream, we're going to look into the principles, strategies and tools that we can use to genuinely build a life that we love. Enjoy x"
How To Build A Website in 2026 (acBJsjCqgtM).md,acBJsjCqgtM,How To Build A Website in 2026,2021-04-11,2021,1321,22:01,2501173,70748,Education,tutorial,general,"website, personal, create, build, about, own, make, platforms, need, one, coding, should","该视频属于tutorial内容。Everyone should have their own website. It's something I've always stood by and in this video I'll be going over everything you need to know about setting up a website from why create a personal website to how to pick a platform & domain and, finally, what to do with it once you have it."
How To Figure Out What You Want To Do With Your Life (FQJ3MsQFKNg).md,FQJ3MsQFKNg,How To Figure Out What You Want To Do With Your Life,2021-05-26,2021,601,10:01,444675,20003,Education,tutorial,general,"want, figure, know, find, like, people, gravestone, abdal, productive, passion, three, way",该视频属于tutorial内容。In this video I go over three exercise that have helped me figure out what I want to do with my life and plan out my future.
How To Find Opportunities EVERYWHERE (y1NKkWELlhQ).md,y1NKkWELlhQ,How To Find Opportunities EVERYWHERE,2020-07-06,2020,486,8:06,119894,5083,Education,tutorial,career-life,"window, door, like, opportunities, find, open, kind, luck, knockers, openers, everywhere, mental",该视频属于tutorial内容。In this video I'm looking at two mental models about how we should approach opportunities and take advantage of them to live happier more productive lives.
How To Find The Perfect Career - The 3 Part Decision Framework (lJ6n52Lsjfo).md,lJ6n52Lsjfo,How To Find The Perfect Career - The 3 Part Decision Framework,2022-09-02,2022,885,14:45,243341,9110,Education,tutorial,tools-tech,"career, money, want, find, perfect, people, help, making, like, about, decision, framework","该视频属于tutorial内容。If you ask people what they want from their careers, they'll likely say some combination of wanting to make money, have fun and help people. In this video, we'll use evidence based research to help you answer the question of how to find the perfect career. Enjoy :)"
How To Get Rich (X_XNSeW9jok).md,X_XNSeW9jok,How To Get Rich,2025-04-18,2025,1687,28:07,900428,36642,Education,tutorial,general,"get, like, rich, know, one, questions, stuff, medical, business, years, about, year","该视频属于tutorial内容。Hey friends, one of the most common questions I get asked is “how do I get rich?” (or some variation of that like “how do I build a lifestyle business that does high 6-figures a year?”) This video is my attempt to answer that. Hope you enjoy it xx"
How To Make Money Online - The 3 Levels (TH0nNn6SmXw).md,TH0nNn6SmXw,How To Make Money Online - The 3 Levels,2020-05-19,2020,1106,18:26,1483602,59246,Education,tutorial,business,"money, online, make, business, levels, making, internet, three, years, job, got, lives","该视频属于tutorial内容。In this video, I'll be breaking down the 3 levels to making money online - a video I wish I had seen when I started out on my journey 13 years ago..."
How To Manage Your Time As A Student (BsLC5eIjcag).md,BsLC5eIjcag,How To Manage Your Time As A Student,2022-10-08,2022,854,14:14,1586307,65434,Education,tutorial,study-learning,"manage, management, study, about, like, student, all, students, really, way, school, number","该视频属于tutorial内容。When I was a student, I tested a load of different time-management techniques and in this video, I'll go through 12 tips which really changed the way I managed my time at school and university. Enjoy :)"
How To Remember Everything You Learn (z2ZJiIt4pmo).md,z2ZJiIt4pmo,How To Remember Everything You Learn,2023-08-18,2023,731,12:11,847287,27560,Education,tutorial,study-learning,"map, learn, remember, learning, want, everything, something, then, things, different, areas, you're","该视频属于tutorial内容。Hey friends, I'm sure we've all had that feeling of learning something new but then being unable to recall that same piece of information just a few weeks later. In this video, I want to go through a few practical strategies that I've come across that I've found really helpful in overcoming this issue. Enjoy x"
How To Slow Down Time - The Holiday Paradox (vuueRRdbi1w).md,vuueRRdbi1w,How To Slow Down Time - The Holiday Paradox,2024-08-27,2024,939,15:39,665294,16875,Education,tutorial,"productivity, youtube-creator","down, slow, management, holiday, paradox, experience, can, love, all, really, people, were","该视频属于tutorial内容。By the way, you can watch this video in a few other languages by changing the audio settings xx"
How To Spend Money to Buy Happiness (wsT2bBo4XT8).md,wsT2bBo4XT8,How To Spend Money to Buy Happiness,2022-07-29,2022,735,12:15,278770,11922,Education,tutorial,general,"money, spend, happiness, experiences, things, buy, not, get, there's, spending, research, rather","该视频属于tutorial内容。""If money doesn't make you happy, you're probably not spending it right."""
How To Start a YouTube Channel - Beginner’s Guide to YouTube (XpopyNZKYKw).md,XpopyNZKYKw,How To Start a YouTube Channel - Beginner’s Guide to YouTube,2022-03-03,2022,1901,31:41,1821467,73729,Education,tutorial,youtube-creator,"youtube, start, going, you're, level, get, one, beginner, make, choice, levels, two",该视频属于tutorial内容。04:33 Choice #1 - casual relationship
How Writing Online Made me a Millionaire (vyVpRiqOvt4).md,vyVpRiqOvt4,How Writing Online Made me a Millionaire,2021-02-04,2021,973,16:13,2939067,120086,Education,talk,money-finance,"blog, start, writing, online, about, like, starting, made, i'm, going, book, millionaire",该视频属于talk内容。In this video I'll be talking about why starting a blog and writing in general can be a lifechanging experience.
How much I spend in a month... (V7342SesjCs).md,V7342SesjCs,How much I spend in a month...,2021-07-14,2021,689,11:29,191229,8389,Education,talk,tools-tech,"money, business, much, make, spend, month, expenses, now, actually, youtube, people, about",该视频属于talk内容。In this video I'll be breaking down every expense that my business incurs on a monthly basis.
How my friend ranked 1st at Medical School - The Active Recall Framework (fDbxPVn02VU).md,fDbxPVn02VU,How my friend ranked 1st at Medical School - The Active Recall Framework,2019-11-26,2019,1331,22:11,1951419,92655,Education,tutorial,"study-learning, medicine","study, medical, school, questions, method, cambridge, friend, ranked, active, recall, framework, about","该视频属于tutorial内容。In this video, we're taking a look at the method that my friend Osaid used to rank 1st at Cambridge University Medical School. He was consistently in the top 3 overall, and ranked 1st in several subjects using this method. It involves taking Active Recall to its logical extreme (the most efficient study technique, backed by decades of evidence)."
How to 10x Your Income - The 4 Ladders of Wealth (k0mt4IbpVl4).md,k0mt4IbpVl4,How to 10x Your Income - The 4 Ladders of Wealth,2024-04-30,2024,1268,21:08,476857,12525,Education,tutorial,"money-finance, business, youtube-creator","money, make, ladder, wealth, ladders, business, one, online, work, income, fast, now","该视频属于tutorial内容。My friend Nathan Barry wrote an amazing blog post called ""The ladders of wealth creation: a step-by-step roadmap to building wealth"" which I loved and got so much value from, so in this video I'm talking through it and how you can apply it to your own life. Enjoy!"
